YEAR,FAC_NO,FAC_NAME,BEG_DATE,END_DATE,COUNTY_NAME,TYPE_CNTRL,PATIENT_DAYS,TOT_HC_REV,TOT_HC_EXP,NONHC_NET,INC_TAX,EXT_ITEM,NET_INCOME
2011,206121081,FORTUNA REHABILITATION & WELLNESS CENTER,4/1/2011 0:00,10/31/2011 0:00,Humboldt,Investor Owned,16895,"$4,420,826.00 ","$4,131,726.00 ",$248.00 ,$800.00 ,$0.00 ,"$288,548.00 "
2015,206130728,IMPERIAL MANOR,7/1/2014 0:00,6/30/2015 0:00,Imperial,Not-for-Profit,11017,"$1,551,396.00 ","$1,590,459.00 ",$0.00 ,$0.00 ,$0.00 ,"($39,063.00)"
2014,206130728,IMPERIAL MANOR,7/1/2013 0:00,6/30/2014 0:00,Imperial,Not-for-Profit,10952,"$1,536,193.00 ","$1,579,223.00 ",$0.00 ,$0.00 ,$0.00 ,"($43,030.00)"
2013,206130728,IMPERIAL MANOR,7/1/2012 0:00,6/30/2013 0:00,Imperial,Not-for-Profit,10904,"$1,509,620.00 ","$1,545,997.00 ",$0.00 ,$0.00 ,$0.00 ,"($36,377.00)"
2012,206130728,IMPERIAL MANOR,7/1/2011 0:00,6/30/2012 0:00,Imperial,Not-for-Profit,10243,"$1,529,672.00 ","$1,486,598.00 ",$0.00 ,$0.00 ,$0.00 ,"$43,074.00 "
2011,206130728,IMPERIAL MANOR,7/1/2010 0:00,6/30/2011 0:00,Imperial,Not-for-Profit,11013,"$1,463,465.00 ","$1,488,201.00 ",$0.00 ,$0.00 ,$0.00 ,"($24,736.00)"
2015,206130764,IMPERIAL HEIGHTS HEALTHCARE AND WELLNESS CENTRE,2/1/2014 0:00,1/31/2015 0:00,Imperial,Investor Owned,32059,"$9,146,478.00 ","$8,285,306.00 ",$26.00 ,"$12,590.00 ",$0.00 ,"$848,608.00 "
2014,206130764,IMPERIAL HEIGHTS HEALTHCARE AND WELLNESS CENTRE,2/1/2013 0:00,1/31/2014 0:00,Imperial,Investor Owned,33588,"$9,865,469.00 ","$8,824,640.00 ",$23.00 ,"$12,382.00 ",$0.00 ,"$1,028,470.00 "
2013,206130764,IMPERIAL HEIGHTS HEALTHCARE AND WELLNESS CENTRE,2/1/2012 0:00,1/31/2013 0:00,Imperial,Investor Owned,33899,"$9,729,458.00 ","$8,726,845.00 ","($161,005.00)","$16,281.00 ",$0.00 ,"$825,327.00 "
2012,206130764,IMPERIAL HEIGHTS HEALTHCARE AND WELLNESS CENTRE,2/1/2011 0:00,1/31/2012 0:00,Imperial,Investor Owned,34433,"$9,605,800.00 ","$8,611,624.00 ","$5,725.00 ","$33,014.00 ",$0.00 ,"$966,887.00 "
2011,206130764,IMPERIAL HEIGHTS HEALTHCARE AND WELLNESS CENTRE,2/1/2010 0:00,1/31/2011 0:00,Imperial,Investor Owned,33664,"$9,120,612.00 ","$7,931,796.00 ","$1,375.00 ","$4,249.00 ",$0.00 ,"$1,185,942.00 "
2015,206130785,VALLEY CONVALESCENT CENTER - EL CENTRO,1/1/2015 0:00,12/31/2015 0:00,Imperial,Investor Owned,32007,"$6,076,316.00 ","$5,865,492.00 ","($8,320.00)","$6,394.00 ",$0.00 ,"$196,110.00 "
2014,206130785,VALLEY CONVALESCENT CENTER - EL CENTRO,1/1/2014 0:00,12/31/2014 0:00,Imperial,Investor Owned,34361,"$6,825,274.00 ","$6,366,026.00 ","($11,594.00)",$0.00 ,$0.00 ,"$447,654.00 "
2013,206130785,VALLEY CONVALESCENT CENTER - EL CENTRO,1/1/2013 0:00,12/31/2013 0:00,Imperial,Investor Owned,35143,"$7,005,690.00 ","$6,415,358.00 ",$0.00 ,$0.00 ,$0.00 ,"$590,332.00 "
2012,206130785,VALLEY CONVALESCENT CENTER - EL CENTRO,1/1/2012 0:00,12/31/2012 0:00,Imperial,Investor Owned,35000,"$5,993,350.00 ","$5,543,074.00 ",$0.00 ,$0.00 ,$0.00 ,"$450,276.00 "
2011,206130785,VALLEY CONVALESCENT CENTER - EL CENTRO,1/1/2011 0:00,12/31/2011 0:00,Imperial,Investor Owned,34470,"$5,648,996.00 ","$5,357,928.00 ","$33,469.00 ","$5,200.00 ",$0.00 ,"$319,337.00 "
2015,206144006,BISHOP CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Inyo,Investor Owned,27841,"$8,163,886.00 ","$8,095,856.00 ",$0.00 ,"$13,500.00 ",$0.00 ,"$54,530.00 "
2014,206144006,BISHOP CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Inyo,Investor Owned,29985,"$8,034,383.00 ","$7,729,000.00 ",$0.00 ,"$13,390.00 ",$0.00 ,"$291,993.00 "
2013,206144006,BISHOP CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Inyo,Investor Owned,30808,"$8,385,551.00 ","$8,886,761.00 ",$0.00 ,"$12,590.00 ",$0.00 ,"($513,800.00)"
2012,206144006,BISHOP CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Inyo,Investor Owned,31460,"$8,941,889.00 ","$9,015,830.00 ",$0.00 ,"$13,200.00 ",$0.00 ,"($87,141.00)"
2011,206144006,BISHOP CARE CENTER,6/7/2011 0:00,12/31/2011 0:00,Inyo,Investor Owned,17018,"$4,667,760.00 ","$4,893,925.00 ",$0.00 ,"$7,000.00 ",$0.00 ,"($233,165.00)"
2015,206150017,VALLEY CONV HOSPITAL - BAKERSFIELD,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,28796,"$4,960,606.00 ","$5,028,147.00 ",$0.00 ,$0.00 ,$0.00 ,"($67,541.00)"
2014,206150017,VALLEY CONV HOSPITAL - BAKERSFIELD,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,28196,"$4,878,865.00 ","$4,916,188.00 ",$0.00 ,"$1,446.00 ",$0.00 ,"($38,769.00)"
2013,206150017,VALLEY CONV HOSPITAL - BAKERSFIELD,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,28369,"$4,975,727.00 ","$4,744,343.00 ",$0.00 ,"$3,471.00 ",$0.00 ,"$227,913.00 "
2012,206150017,VALLEY CONV HOSPITAL - BAKERSFIELD,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,27853,"$4,570,924.00 ","$4,595,183.00 ",$0.00 ,$0.00 ,$0.00 ,"($24,259.00)"
2011,206150017,VALLEY CONV HOSPITAL - BAKERSFIELD,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,27050,"$4,667,338.00 ","$4,749,210.00 ","$21,345.00 ",$0.00 ,$0.00 ,"($60,527.00)"
2015,206150060,EVERGREEN ARVIN HEALTHCARE,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,26945,"$5,664,184.00 ","$6,243,503.00 ",$0.00 ,$0.00 ,$0.00 ,"($579,319.00)"
2014,206150060,EVERGREEN ARVIN HEALTHCARE,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,24361,"$5,334,196.00 ","$6,234,375.00 ",$0.00 ,$0.00 ,$0.00 ,"($900,179.00)"
2013,206150060,EVERGREEN ARVIN HEALTHCARE,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,26762,"$5,338,604.00 ","$6,116,624.00 ",$0.00 ,$0.00 ,$0.00 ,"($778,020.00)"
2012,206150060,EVERGREEN ARVIN HEALTHCARE,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,27458,"$5,353,111.00 ","$5,834,959.00 ",$0.00 ,$0.00 ,$0.00 ,"($481,848.00)"
2011,206150060,EVERGREEN ARVIN HEALTHCARE,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,25828,"$5,165,961.00 ","$5,878,034.00 ",$0.00 ,$0.00 ,$0.00 ,"($712,073.00)"
2015,206150682,BAKERSFIELD HEALTHCARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,39692,"$8,494,209.00 ","$10,432,274.00 ","$4,051.00 ","$10,008.00 ",$0.00 ,"($1,944,022.00)"
2014,206150682,BAKERSFIELD HEALTHCARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,43642,"$9,166,605.00 ","$10,791,413.00 ",$78.00 ,"$12,211.00 ",$0.00 ,"($1,636,941.00)"
2013,206150682,BAKERSFIELD HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,39669,"$8,703,387.00 ","$9,898,185.00 ","$6,527.00 ","$12,590.00 ",$0.00 ,"($1,200,861.00)"
2012,206150682,BAKERSFIELD HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,38309,"$9,029,730.00 ","$9,466,484.00 ",$162.00 ,"$12,590.00 ",$0.00 ,"($449,182.00)"
2011,206150682,BAKERSFIELD HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,40647,"$8,720,981.00 ","$8,998,001.00 ","$168,743.00 ","$12,590.00 ",$0.00 ,"($120,867.00)"
2015,206150686,GOLDEN LIVINGCENTER - BAKERSFIELD,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,34032,"$8,711,133.00 ","$8,046,722.00 ",($722.00),"$232,291.00 ",$0.00 ,"$431,398.00 "
2014,206150686,GOLDEN LIVINGCENTER - BAKERSFIELD,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,33860,"$8,687,781.00 ","$7,933,152.00 ",($169.00),"$264,061.00 ",$0.00 ,"$490,399.00 "
2013,206150686,GOLDEN LIVINGCENTER - BAKERSFIELD,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,33535,"$8,296,496.00 ","$7,576,901.00 ",($13.00),"$344,084.00 ",$0.00 ,"$375,498.00 "
2012,206150686,GOLDEN LIVINGCENTER - BAKERSFIELD,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,30274,"$7,604,599.00 ","$7,338,544.00 ","($1,537.00)","$92,581.00 ",$0.00 ,"$171,937.00 "
2011,206150686,GOLDEN LIVINGCENTER - BAKERSFIELD,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,28297,"$7,455,661.00 ","$7,132,881.00 ",($116.00),"$171,836.00 ",$0.00 ,"$150,828.00 "
2015,206150688,BROWNING MANOR CONVALESCENT HOSPITAL,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,18242,"$3,548,811.00 ","$3,867,947.00 ","$78,633.00 ",$800.00 ,$0.00 ,"($241,303.00)"
2014,206150688,BROWNING MANOR CONVALESCENT HOSPITAL,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,17510,"$3,679,236.00 ","$3,820,171.00 ",$216.00 ,$800.00 ,$0.00 ,"($141,519.00)"
2013,206150688,BROWNING MANOR CONVALESCENT HOSPITAL,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,17427,"$3,475,720.00 ","$3,649,113.00 ","($12,200.00)",$800.00 ,$0.00 ,"($186,393.00)"
2012,206150688,BROWNING MANOR CONVALESCENT HOSPITAL,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,17553,"$3,496,956.00 ","$3,515,112.00 ",$78.00 ,$800.00 ,$0.00 ,"($18,878.00)"
2011,206150688,BROWNING MANOR CONVALESCENT HOSPITAL,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,17832,"$3,638,248.00 ","$3,733,482.00 ",$4.00 ,$800.00 ,$0.00 ,"($96,030.00)"
2015,206150698,CORINTHIAN GARDENS HEALTH CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,19667,"$4,068,917.00 ","$7,355,835.00 ",$0.00 ,$800.00 ,$0.00 ,"($3,287,718.00)"
2014,206150698,CORINTHIAN GARDENS HEALTH CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,64752,"$15,490,082.00 ","$17,166,674.00 ","$1,858.00 ",$800.00 ,"($312,785.00)","($1,362,749.00)"
2013,206150698,CORINTHIAN GARDENS HEALTH CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,58754,"$14,993,754.00 ","$16,347,514.00 ","$7,158.00 ",$0.00 ,$0.00 ,"($1,346,602.00)"
2012,206150698,CORINTHIAN GARDENS HEALTH CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,54856,"$12,849,026.00 ","$13,578,892.00 ",$0.00 ,$0.00 ,"$3,749,915.00 ","($4,479,781.00)"
2011,206150698,CORINTHIAN GARDENS HEALTH CARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,54147,"$12,212,694.00 ","$12,189,320.00 ",$0.00 ,$0.00 ,$0.00 ,"$23,374.00 "
2015,206150773,PARKVIEW JULIAN CONVALESCENT,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,34971,"$6,792,720.00 ","$6,873,437.00 ","$1,201.00 ",$800.00 ,$0.00 ,"($80,316.00)"
2014,206150773,PARKVIEW JULIAN CONVALESCENT,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,35126,"$6,700,603.00 ","$6,564,980.00 ","$6,868.00 ",$800.00 ,$0.00 ,"$141,691.00 "
2013,206150773,PARKVIEW JULIAN CONVALESCENT,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,34538,"$6,469,699.00 ","$6,382,548.00 ","$2,407.00 ",$800.00 ,$0.00 ,"$88,758.00 "
2012,206150773,PARKVIEW JULIAN CONVALESCENT,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,35662,"$6,454,773.00 ","$6,452,717.00 ",$0.00 ,$800.00 ,$0.00 ,"$1,256.00 "
2011,206150773,PARKVIEW JULIAN CONVALESCENT,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,35285,"$6,315,013.00 ","$6,337,136.00 ",$544.00 ,$800.00 ,$0.00 ,"($22,379.00)"
2015,206150774,PARKVIEW HEALTHCARE CENTER-BAKERSFIELD,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,47342,"$11,089,171.00 ","$12,768,983.00 ","$2,458.00 ","$8,062.00 ",$0.00 ,"($1,685,416.00)"
2014,206150774,PARKVIEW HEALTHCARE CENTER-BAKERSFIELD,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,44213,"$9,418,733.00 ","$11,447,518.00 ",$147.00 ,"$7,982.00 ",$0.00 ,"($2,036,620.00)"
2013,206150774,PARKVIEW HEALTHCARE CENTER-BAKERSFIELD,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,40328,"$8,214,916.00 ","$10,368,295.00 ","$2,516.00 ","$28,980.00 ",$0.00 ,"($2,179,843.00)"
2012,206150774,PARKVIEW HEALTHCARE CENTER-BAKERSFIELD,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,46008,"$10,671,167.00 ","$11,776,577.00 ",$355.00 ,"$12,590.00 ",$0.00 ,"($1,117,645.00)"
2011,206150774,PARKVIEW HEALTHCARE CENTER-BAKERSFIELD,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,49067,"$11,317,307.00 ","$11,531,623.00 ","$2,338.00 ","$12,590.00 ",$0.00 ,"($224,568.00)"
2015,206150795,GOLDEN LIVING CENTER - SHAFTER,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,33612,"$7,071,651.00 ","$6,451,764.00 ",($88.00),"$212,879.00 ",$0.00 ,"$406,920.00 "
2014,206150795,GOLDEN LIVING CENTER - SHAFTER,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,33122,"$7,117,576.00 ","$6,757,465.00 ",($11.00),"$126,035.00 ",$0.00 ,"$234,065.00 "
2013,206150795,GOLDEN LIVING CENTER - SHAFTER,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,32037,"$6,445,077.00 ","$6,260,981.00 ",($29.00),"$156,654.00 ",$0.00 ,"$27,413.00 "
2012,206150795,GOLDEN LIVING CENTER - SHAFTER,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,31533,"$6,289,920.00 ","$6,353,527.00 ",($18.00),"$22,269.00 ",$0.00 ,"($85,894.00)"
2011,206150795,GOLDEN LIVING CENTER - SHAFTER,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,30273,"$6,613,638.00 ","$6,550,302.00 ",($8.00),"$22,165.00 ",$0.00 ,"$41,163.00 "
2015,206152091,ROSEWOOD HEALTH FACILITY,10/1/2014 0:00,9/30/2015 0:00,Kern,Not-for-Profit,25564,"$9,595,155.00 ","$10,062,243.00 ","($397,093.00)",$0.00 ,$0.00 ,"($864,181.00)"
2014,206152091,ROSEWOOD HEALTH FACILITY,10/1/2013 0:00,9/30/2014 0:00,Kern,Not-for-Profit,24925,"$8,830,109.00 ","$9,481,084.00 ","($455,731.00)",$0.00 ,$0.00 ,"($1,106,706.00)"
2013,206152091,ROSEWOOD HEALTH FACILITY,10/1/2012 0:00,9/30/2013 0:00,Kern,Not-for-Profit,24797,"$8,769,711.00 ","$9,150,792.00 ","($536,093.00)",$0.00 ,$0.00 ,"($917,174.00)"
2012,206152091,ROSEWOOD HEALTH FACILITY,10/1/2011 0:00,9/30/2012 0:00,Kern,Not-for-Profit,22931,"$7,412,780.00 ","$8,241,261.00 ","($556,589.00)",$0.00 ,$0.00 ,"($1,385,070.00)"
2011,206152091,ROSEWOOD HEALTH FACILITY,10/1/2010 0:00,9/30/2011 0:00,Kern,Not-for-Profit,23529,"$7,966,582.00 ","$7,811,807.00 ","($580,674.00)",$0.00 ,$0.00 ,"($425,899.00)"
2014,206154001,RIDGECREST HEALTHCARE CENTER,1/1/2014 0:00,10/29/2014 0:00,Kern,Investor Owned,17216,"$4,526,563.00 ","$4,748,513.00 ",$0.00 ,$0.00 ,$0.00 ,"($221,950.00)"
2013,206154001,RIDGECREST HEALTHCARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,28947,"$7,560,293.00 ","$7,656,876.00 ",$0.00 ,$0.00 ,$0.00 ,"($96,583.00)"
2012,206154001,RIDGECREST HEALTHCARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,26744,"$6,223,320.00 ","$6,297,945.00 ",$0.00 ,$0.00 ,$0.00 ,"($74,625.00)"
2011,206154001,RIDGECREST HEALTHCARE CENTER,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,29756,"$7,260,841.00 ","$7,530,533.00 ",$0.00 ,$0.00 ,$0.00 ,"($269,692.00)"
2015,206154002,THE REHABILITATION CENTER OF BAKERSFIELD,6/1/2014 0:00,5/31/2015 0:00,Kern,Investor Owned,56250,"$21,501,025.00 ","$17,478,142.00 ",$544.00 ,"$12,590.00 ",$0.00 ,"$4,010,837.00 "
2014,206154002,THE REHABILITATION CENTER OF BAKERSFIELD,6/1/2013 0:00,5/31/2014 0:00,Kern,Investor Owned,55187,"$17,797,853.00 ","$16,098,983.00 ","$30,806.00 ","$7,990.00 ",$0.00 ,"$1,721,686.00 "
2013,206154002,THE REHABILITATION CENTER OF BAKERSFIELD,6/1/2012 0:00,5/31/2013 0:00,Kern,Investor Owned,56303,"$19,733,504.00 ","$15,564,824.00 ","$116,920.00 ","$21,090.00 ",$0.00 ,"$4,264,510.00 "
2012,206154002,THE REHABILITATION CENTER OF BAKERSFIELD,6/1/2011 0:00,5/31/2012 0:00,Kern,Investor Owned,55580,"$19,445,707.00 ","$14,513,075.00 ","$209,492.00 ","$7,267.00 ",$0.00 ,"$5,134,857.00 "
2011,206154002,THE REHABILITATION CENTER OF BAKERSFIELD,6/1/2010 0:00,5/31/2011 0:00,Kern,Investor Owned,55129,"$18,495,970.00 ","$13,700,090.00 ","$210,833.00 ","$17,036.00 ",$0.00 ,"$4,989,677.00 "
2015,206154007,EVERGREEN BAKERSFIELD POST ACUTE CARE,1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,33333,"$9,653,633.00 ","$9,989,840.00 ","$3,504.00 ",$0.00 ,$0.00 ,"($332,703.00)"
2014,206154007,EVERGREEN BAKERSFIELD POST ACUTE CARE,1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,31704,"$8,527,508.00 ","$9,972,249.00 ",$0.00 ,$0.00 ,$0.00 ,"($1,444,741.00)"
2013,206154007,EVERGREEN BAKERSFIELD POST ACUTE CARE,1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,28868,"$7,293,909.00 ","$8,466,726.00 ",$0.00 ,$0.00 ,$0.00 ,"($1,172,817.00)"
2012,206154007,EVERGREEN BAKERSFIELD POST ACUTE CARE,1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,30951,"$7,502,325.00 ","$8,741,803.00 ",$0.00 ,$0.00 ,$0.00 ,"($1,239,478.00)"
2011,206154007,EVERGREEN BAKERSFIELD POST ACUTE CARE,1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,30510,"$8,140,214.00 ","$8,688,761.00 ",$0.00 ,$0.00 ,$0.00 ,"($548,547.00)"
2014,206154031,DELANO DISTRICT SKILLED NURSING FACILITY,7/1/2013 0:00,6/30/2014 0:00,Kern,Governmental,50742,"$9,879,527.00 ","$9,841,941.00 ","$2,720.00 ",$0.00 ,$0.00 ,"$40,306.00 "
2013,206154031,DELANO DISTRICT SKILLED NURSING FACILITY,7/1/2012 0:00,6/30/2013 0:00,Kern,Governmental,50679,"$10,098,090.00 ","$9,965,371.00 ","$2,598.00 ",$0.00 ,$0.00 ,"$135,317.00 "
2012,206154031,DELANO DISTRICT SKILLED NURSING FACILITY,7/1/2011 0:00,6/30/2012 0:00,Kern,Governmental,50864,"$10,232,088.00 ","$9,721,447.00 ","$5,911.00 ",$0.00 ,($1.00),"$516,553.00 "
2011,206154031,DELANO DISTRICT SKILLED NURSING FACILITY,7/1/2010 0:00,6/30/2011 0:00,Kern,Governmental,50816,"$10,541,925.00 ","$10,042,976.00 ","$5,375.00 ",$0.00 ,$2.00 ,"$504,322.00 "
2015,206154109,BROOKDALE RIVERWALK SNF (CA),1/1/2015 0:00,12/31/2015 0:00,Kern,Investor Owned,41302,"$12,287,964.00 ","$11,705,880.00 ","($40,413.00)",$0.00 ,$0.00 ,"$541,671.00 "
2014,206154109,BROOKDALE RIVERWALK SNF (CA),1/1/2014 0:00,12/31/2014 0:00,Kern,Investor Owned,39884,"$12,417,998.00 ","$11,978,999.00 ","$195,986.00 ",$0.00 ,$0.00 ,"$634,985.00 "
2013,206154109,BROOKDALE RIVERWALK SNF (CA),1/1/2013 0:00,12/31/2013 0:00,Kern,Investor Owned,38383,"$11,721,236.00 ","$11,162,768.00 ","$30,683.00 ",$0.00 ,$0.00 ,"$589,151.00 "
2012,206154109,BROOKDALE RIVERWALK SNF (CA),1/1/2012 0:00,12/31/2012 0:00,Kern,Investor Owned,40353,"$12,674,612.00 ","$10,925,597.00 ","$94,572.00 ",$0.00 ,$0.00 ,"$1,843,587.00 "
2011,206154109,BROOKDALE RIVERWALK SNF (CA),1/1/2011 0:00,12/31/2011 0:00,Kern,Investor Owned,40202,"$12,434,871.00 ","$10,396,842.00 ","$90,600.00 ",$0.00 ,$0.00 ,"$2,128,629.00 "
2015,206160724,HACIENDA REHAB & HEALTH CARE CENTER,6/1/2014 0:00,5/31/2015 0:00,Kings,Investor Owned,43279,"$9,717,877.00 ","$10,369,420.00 ","($2,739.00)",$0.00 ,$0.00 ,"($654,282.00)"
2014,206160724,HACIENDA REHAB & HEALTH CARE CENTER,6/1/2013 0:00,5/31/2014 0:00,Kings,Investor Owned,43443,"$9,684,167.00 ","$10,007,647.00 ","($40,390.00)","$43,735.00 ",$0.00 ,"($407,605.00)"
2013,206160724,HACIENDA REHAB & HEALTH CARE CENTER,6/1/2012 0:00,5/31/2013 0:00,Kings,Investor Owned,41430,"$9,050,495.00 ","$9,123,703.00 ","($7,580.00)","$4,913.00 ",$0.00 ,"($85,701.00)"
2012,206160724,HACIENDA REHAB & HEALTH CARE CENTER,6/1/2011 0:00,5/31/2012 0:00,Kings,Investor Owned,43149,"$9,422,247.00 ","$9,655,746.00 ","($13,453.00)","($46,596.00)",$3.00 ,"($200,359.00)"
2011,206160724,HACIENDA REHAB & HEALTH CARE CENTER,6/1/2010 0:00,5/31/2011 0:00,Kings,Investor Owned,44063,"$10,177,325.00 ","$10,042,880.00 ","($204,397.00)","$30,882.00 ",$0.00 ,"($100,834.00)"
2015,206160726,HANFORD NURSING & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Kings,Investor Owned,30134,"$6,459,631.00 ","$5,998,654.00 ",$189.00 ,$800.00 ,$0.00 ,"$460,366.00 "
2014,206160726,HANFORD NURSING & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Kings,Investor Owned,28601,"$6,270,535.00 ","$6,288,979.00 ",$220.00 ,"($8,164.00)",$0.00 ,"($10,060.00)"
2013,206160726,HANFORD NURSING & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Kings,Investor Owned,28695,"$6,277,133.00 ","$6,397,278.00 ",$418.00 ,"($1,063.00)",$0.00 ,"($118,664.00)"
2012,206160726,HANFORD NURSING & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Kings,Investor Owned,31385,"$7,183,456.00 ","$7,075,764.00 ",($897.00),"$1,087.00 ",$0.00 ,"$105,708.00 "
2011,206160726,HANFORD NURSING & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Kings,Investor Owned,32385,"$7,458,700.00 ","$7,065,942.00 ","($29,726.00)",$811.00 ,$0.00 ,"$362,221.00 "
2015,206160741,KINGS NURSING & REHABILITATION CENTER,1/1/2015 0:00,12/31/2015 0:00,Kings,Investor Owned,21309,"$6,727,068.00 ","$6,602,864.00 ",$96.00 ,"($6,700.00)",$0.00 ,"$131,000.00 "
2014,206160741,KINGS NURSING & REHABILITATION CENTER,1/1/2014 0:00,12/31/2014 0:00,Kings,Investor Owned,19851,"$5,733,319.00 ","$5,779,399.00 ","$8,707.00 ","$1,393.00 ",$0.00 ,"($38,766.00)"
2013,206160741,KINGS NURSING & REHABILITATION CENTER,1/1/2013 0:00,12/31/2013 0:00,Kings,Investor Owned,22498,"$5,892,628.00 ","$5,820,881.00 ","$8,312.00 ","$1,995.00 ",$0.00 ,"$78,064.00 "
2012,206160741,KINGS NURSING & REHABILITATION CENTER,1/1/2012 0:00,12/31/2012 0:00,Kings,Investor Owned,23752,"$6,191,143.00 ","$6,221,138.00 ","($17,636.00)","$1,318.00 ",$0.00 ,"($48,949.00)"
2011,206160741,KINGS NURSING & REHABILITATION CENTER,1/1/2011 0:00,12/31/2011 0:00,Kings,Investor Owned,23177,"$6,144,121.00 ","$6,029,655.00 ","($26,379.00)",$334.00 ,$0.00 ,"$87,753.00 "
2015,206170997,ROCKY POINT CARE CENTER,1/1/2015 0:00,12/31/2015 0:00,Lake,Investor Owned,26050,"$8,206,494.00 ","$7,761,770.00 ",$0.00 ,"$13,390.00 ",$0.00 ,"$431,334.00 "
2014,206170997,ROCKY POINT CARE CENTER,1/1/2014 0:00,12/31/2014 0:00,Lake,Investor Owned,27837,"$8,261,230.00 ","$7,824,411.00 ",$0.00 ,"$13,390.00 ",$0.00 ,"$423,429.00 "
2013,206170997,ROCKY POINT CARE CENTER,1/1/2013 0:00,12/31/2013 0:00,Lake,Investor Owned,27094,"$8,042,996.00 ","$7,554,729.00 ",$0.00 ,"$12,240.00 ",$0.00 ,"$476,027.00 "
2012,206170997,ROCKY POINT CARE CENTER,1/1/2012 0:00,12/31/2012 0:00,Lake,Investor Owned,24353,"$6,361,294.00 ","$6,644,874.00 ",$0.00 ,"$13,200.00 ",$0.00 ,"($296,780.00)"
